query_id,query,top_score,num_hits,gold_doc_ids,retrieved_doc_ids,failure_bucket
572a06af3f37b3190047866a,What pathway that plays a role in immune response to viruses is present in all eukaryotes?,0.835457444190979,6,['doc_85ba5dc6cde1a3d4'],"['doc_85ba5dc6cde1a3d4', 'doc_9362717a69b643de', 'doc_899b3515f9dd989c', 'doc_52e26364848910ee', 'doc_9af91620b3e78305', 'doc_0b4e49bb1b9fdaa4']",hit_top1
5726249538643c19005ad080,What was developed for the Air Force,0.7268029451370239,6,['doc_e7cdebfcb2951145'],"['doc_e7cdebfcb2951145', 'doc_ddd34bd0b5e77cb9', 'doc_0cd0cede0ae47160', 'doc_1e17407004c7b5b3', 'doc_88a241eb54feee53', 'doc_dc3da4553b9a2a2a']",hit_top1
57337ddc4776f41900660bbe,Why are the small lakes in the parks emptied before winter?,0.7997793555259705,6,['doc_aa58059dd82409e1'],"['doc_aa58059dd82409e1', 'doc_17a5ef4b6fbd30dc', 'doc_11c1d4aa5b74338c', 'doc_52e26364848910ee', 'doc_dc3da4553b9a2a2a', 'doc_c439dd283c395213']",hit_top1
57332e48d058e614000b5765,How many days did the Warsaw Uprising last?,0.84844109416008,5,['doc_8c57113d254c4ded'],"['doc_8c57113d254c4ded', 'doc_9fc8214adab6a7d8', 'doc_aa58059dd82409e1', 'doc_6f7d47ca4f5a472d', 'doc_52e26364848910ee']",hit_top1
56e16182e3433e1400422e29,By what main attribute are computational problems classified utilizing computational complexity theory?,0.9037773013114929,6,['doc_7d263b8285c070bb'],"['doc_7d263b8285c070bb', 'doc_13a72cd5f6eb201c', 'doc_433f5d7dcb279d98', 'doc_ddd34bd0b5e77cb9', 'doc_899b3515f9dd989c', 'doc_cf43b0541a7facbe']",hit_top1
57097051ed30961900e84134,What did BSkyB name their interactive service?,0.8277746438980103,5,['doc_4587358aabe10131'],"['doc_4587358aabe10131', 'doc_bc29e60d357759a6', 'doc_a69b66b57895f651', 'doc_1e17407004c7b5b3', 'doc_e7cdebfcb2951145']",hit_top1
571c3e8cdd7acb1400e4c0a6,What researcher showed that air is a necessity for combustion?,0.8660932779312134,6,['doc_0cd0cede0ae47160'],"['doc_0cd0cede0ae47160', 'doc_e7cdebfcb2951145', 'doc_030507e06afbebda', 'doc_2ba5ddd695ee3bb2', 'doc_13a72cd5f6eb201c', 'doc_ddd34bd0b5e77cb9']",hit_top1
5ad0421177cf76001a686f15,How much did southern California grow in the year 2000?,0.875826895236969,6,['doc_da7616a2dc865441'],"['doc_da7616a2dc865441', 'doc_88a241eb54feee53', 'doc_bc29e60d357759a6', 'doc_a69b66b57895f651', 'doc_5587664b2f2878e1', 'doc_7e5c72fa9cb60455']",hit_top1
57097b50200fba1400368050,What was the target percentage of households BSkyB wanted to reach?,0.8749136030673981,5,['doc_bc29e60d357759a6'],"['doc_bc29e60d357759a6', 'doc_a69b66b57895f651', 'doc_4587358aabe10131', 'doc_1e17407004c7b5b3', 'doc_07c4857ade186a50']",hit_top1
5ad3ed37604f3c001a3ff7a1,At what degree are the pistons of a two-cylinder compound connected to the pistons?,0.8740077912807465,5,['doc_f5523a36a816f38c'],"['doc_f5523a36a816f38c', 'doc_9af91620b3e78305', 'doc_433f5d7dcb279d98', 'doc_0cd0cede0ae47160', 'doc_1e17407004c7b5b3']",hit_top1
5a7b079b21c2de001afe9cf9,What show did Lupe Mayorga star in?,0.6500394642353058,6,['doc_7a35df61d48919ac'],"['doc_7a35df61d48919ac', 'doc_7e5c72fa9cb60455', 'doc_1e17407004c7b5b3', 'doc_f0fdd976511382ac', 'doc_0cd0cede0ae47160', 'doc_dc3da4553b9a2a2a']",hit_top1
572fe53104bcaa1900d76e6d,What will cause the lake near the Rhine to silt up?,0.8695470988750458,6,['doc_17a5ef4b6fbd30dc'],"['doc_17a5ef4b6fbd30dc', 'doc_11c1d4aa5b74338c', 'doc_aa58059dd82409e1', 'doc_f0fdd976511382ac', 'doc_dc3da4553b9a2a2a', 'doc_0b4e49bb1b9fdaa4']",hit_top1
5a893ce63b2508001a72a556,What type of number generators make use of military gear?,0.8068352341651917,6,['doc_ddd34bd0b5e77cb9'],"['doc_ddd34bd0b5e77cb9', 'doc_433f5d7dcb279d98', 'doc_1e17407004c7b5b3', 'doc_e7cdebfcb2951145', 'doc_899b3515f9dd989c', 'doc_cf43b0541a7facbe']",hit_top1
5ad24e50d7d075001a428c3c,Under which policy are labor unions discouraged?,0.7799725532531738,4,['doc_c6e279d37d952e74'],"['doc_c6e279d37d952e74', 'doc_644e313242aaf85f', 'doc_a747b02a7b42c6a0', 'doc_3592df6f88615e8a']",hit_top1
5725fb8138643c19005acf3f,Why does Fresno only have UHF television stations?,0.8566961586475372,6,['doc_10ec5a673978ee31'],"['doc_10ec5a673978ee31', 'doc_1e17407004c7b5b3', 'doc_7a35df61d48919ac', 'doc_da7616a2dc865441', 'doc_327cfc3d86814aea', 'doc_a69b66b57895f651']",hit_top1
5ad3b826604f3c001a3fee47,What troops defended Fort William Henry in early 1757?,0.8272051215171814,5,['doc_52e26364848910ee'],"['doc_52e26364848910ee', 'doc_fa7e6270cd608802', 'doc_c439dd283c395213', 'doc_7e5c72fa9cb60455', 'doc_9fc8214adab6a7d8']",hit_top1
57299ec43f37b3190047850e,What type of ideals generalize prime elements?,0.8858626186847687,6,['doc_cf43b0541a7facbe'],"['doc_cf43b0541a7facbe', 'doc_ddd34bd0b5e77cb9', 'doc_433f5d7dcb279d98', 'doc_899b3515f9dd989c', 'doc_13a72cd5f6eb201c', 'doc_85ba5dc6cde1a3d4']",hit_top1
5a1c8753b4fb5d0018714669,What other film city struggled as Jacksonville grew in popularity?,0.8357603549957275,5,['doc_327cfc3d86814aea'],"['doc_327cfc3d86814aea', 'doc_35aa6138c2fa8513', 'doc_da7616a2dc865441', 'doc_6f7d47ca4f5a472d', 'doc_10ec5a673978ee31']",hit_top1
5ad40219604f3c001a3ffd47,When was Mongke Khan born?,0.7933482527732849,5,['doc_4d36972f9fbdf247'],"['doc_4d36972f9fbdf247', 'doc_bf4d8887b95a4d6f', 'doc_4ff5c63d959831b5', 'doc_0b4e49bb1b9fdaa4', 'doc_52e26364848910ee']",hit_top1
5a0c96fbf5590b0018dab487,What makes it easier for the government to target tribal territories?,0.7982480227947235,4,['doc_dc3da4553b9a2a2a'],"['doc_dc3da4553b9a2a2a', 'doc_c439dd283c395213', 'doc_52e26364848910ee', 'doc_3592df6f88615e8a']",hit_top1
5ad4bcc45b96ef001a109e9f,When was Warsaw ranked as the 22nd most liveable city in the world?,0.8317589163780212,5,['doc_6f7d47ca4f5a472d'],"['doc_6f7d47ca4f5a472d', 'doc_aa58059dd82409e1', 'doc_8c57113d254c4ded', 'doc_9fc8214adab6a7d8', 'doc_a747b02a7b42c6a0']",hit_top1
572a005f1d046914007796bb,What happened to the rate of deforestation in the Amazon region of Brazil between 2004 and 2014?,0.8738173544406891,6,['doc_88a241eb54feee53'],"['doc_88a241eb54feee53', 'doc_2ba5ddd695ee3bb2', 'doc_dc3da4553b9a2a2a', 'doc_f0fdd976511382ac', 'doc_aa58059dd82409e1', 'doc_c439dd283c395213']",hit_top1
5ad3ba81604f3c001a3fee9d,How many troops were victorious for British in BAttle of Carillon?,0.8364263772964478,4,['doc_fa7e6270cd608802'],"['doc_fa7e6270cd608802', 'doc_52e26364848910ee', 'doc_c439dd283c395213', 'doc_8c57113d254c4ded']",hit_top1
572996c73f37b319004784b4,What is another type of public key cryptography algorithm?,0.8241071701049805,6,['doc_433f5d7dcb279d98'],"['doc_433f5d7dcb279d98', 'doc_ddd34bd0b5e77cb9', 'doc_13a72cd5f6eb201c', 'doc_1e17407004c7b5b3', 'doc_cf43b0541a7facbe', 'doc_7d263b8285c070bb']",hit_top1
5ad4a682ba00c4001a268eca,What does not depend on the immune system's ability to distinguish between the self and others?,0.8538448810577393,6,['doc_899b3515f9dd989c'],"['doc_899b3515f9dd989c', 'doc_9362717a69b643de', 'doc_85ba5dc6cde1a3d4', 'doc_13a72cd5f6eb201c', 'doc_7d263b8285c070bb', 'doc_ddd34bd0b5e77cb9']",hit_top1
5ad5344b5b96ef001a10ab89,What is the process that asks a more specific question about all possible algorithms that could not be used to solve the same problem?,0.8026198744773865,6,['doc_13a72cd5f6eb201c'],"['doc_13a72cd5f6eb201c', 'doc_7d263b8285c070bb', 'doc_433f5d7dcb279d98', 'doc_ddd34bd0b5e77cb9', 'doc_899b3515f9dd989c', 'doc_c6e279d37d952e74']",hit_top1
5a2ecb43a83784001a7d248e,In what month in 1349 did the second wave of the plague reach England?,0.7851532399654388,5,['doc_0b4e49bb1b9fdaa4'],"['doc_0b4e49bb1b9fdaa4', 'doc_4d36972f9fbdf247', 'doc_b3ade95fc9b529b7', 'doc_52e26364848910ee', 'doc_8c57113d254c4ded']",hit_top1
572871bc4b864d1900164a04,What anthropologists are also university alumni members?,0.7689721584320068,6,['doc_030507e06afbebda'],"['doc_030507e06afbebda', 'doc_7d56e29deeea893c', 'doc_169fdb67fe6d4ae8', 'doc_42f6e416e063ac5d', 'doc_a3ba9e971d607420', 'doc_134cf8179bdfd914']",hit_top1
572827fc3acd2414000df5be,How many men older than 18 are there for every 100 women?,0.7661125063896179,5,['doc_07c4857ade186a50'],"['doc_07c4857ade186a50', 'doc_da7616a2dc865441', 'doc_644e313242aaf85f', 'doc_5587664b2f2878e1', 'doc_433f5d7dcb279d98']",hit_top1
572881d34b864d1900164a5a,What was huihui?,0.6826410591602325,5,['doc_bf4d8887b95a4d6f'],"['doc_4ff5c63d959831b5', 'doc_bf4d8887b95a4d6f', 'doc_4d36972f9fbdf247', 'doc_7e5c72fa9cb60455', 'doc_dc3da4553b9a2a2a']",hit_not_top1
5a0c6a7ef5590b0018dab3fc,Water from broke through and joined the westward flow to the Pacific?,0.8110276460647583,6,['doc_f0fdd976511382ac'],"['doc_f0fdd976511382ac', 'doc_17a5ef4b6fbd30dc', 'doc_11c1d4aa5b74338c', 'doc_c439dd283c395213', 'doc_2ba5ddd695ee3bb2', 'doc_52e26364848910ee']",hit_top1
5728659f4b864d190016498d,What is the name of the country's longest continuously running student film society?,0.765215277671814,5,['doc_134cf8179bdfd914'],"['doc_134cf8179bdfd914', 'doc_327cfc3d86814aea', 'doc_7e5c72fa9cb60455', 'doc_7d56e29deeea893c', 'doc_42f6e416e063ac5d']",hit_top1
5a2c36c4bfd06b001a5aea68,What does a receiver have to be equipped with to view unencrypted content?,0.8606599569320679,5,['doc_1e17407004c7b5b3'],"['doc_1e17407004c7b5b3', 'doc_bc29e60d357759a6', 'doc_433f5d7dcb279d98', 'doc_a69b66b57895f651', 'doc_10ec5a673978ee31']",hit_top1
5ad26235d7d075001a429083,What is Fe2O?,0.6998825073242188,6,['doc_cb139c12233296c2'],"['doc_cb139c12233296c2', 'doc_0cd0cede0ae47160', 'doc_1e17407004c7b5b3', 'doc_17a5ef4b6fbd30dc', 'doc_dc3da4553b9a2a2a', 'doc_899b3515f9dd989c']",hit_top1
5a6ce2ec4eec6b001a80a677,What form are most hospital medications forbidden from being?,0.8071278631687164,5,['doc_522f7bf71b090b53'],"['doc_522f7bf71b090b53', 'doc_bf4d8887b95a4d6f', 'doc_899b3515f9dd989c', 'doc_85ba5dc6cde1a3d4', 'doc_1e17407004c7b5b3']",hit_top1
5733647e4776f419006609b1,Who does the statue of Little Insurgent commemorate?,0.8081024885177612,5,['doc_9fc8214adab6a7d8'],"['doc_9fc8214adab6a7d8', 'doc_7e5c72fa9cb60455', 'doc_7a35df61d48919ac', 'doc_8c57113d254c4ded', 'doc_52e26364848910ee']",hit_top1
5ad4a110ba00c4001a268e61,What is not prevented from entering an organism?,0.7945412397384644,6,['doc_9362717a69b643de'],"['doc_9362717a69b643de', 'doc_899b3515f9dd989c', 'doc_85ba5dc6cde1a3d4', 'doc_9af91620b3e78305', 'doc_52e26364848910ee', 'doc_0b4e49bb1b9fdaa4']",hit_top1
572815d9ff5b5019007d9cbe,What caused Jacksonville's tourism to become less desirable at the latter half of the 19th century?,0.8432272374629974,6,['doc_35aa6138c2fa8513'],"['doc_35aa6138c2fa8513', 'doc_327cfc3d86814aea', 'doc_52e26364848910ee', 'doc_88a241eb54feee53', 'doc_c439dd283c395213', 'doc_17a5ef4b6fbd30dc']",hit_top1
5a836496e60761001a2eb65a,What direction do cilia usually swim?,0.8263978362083435,5,['doc_9af91620b3e78305'],"['doc_9af91620b3e78305', 'doc_aa58059dd82409e1', 'doc_85ba5dc6cde1a3d4', 'doc_899b3515f9dd989c', 'doc_17a5ef4b6fbd30dc']",hit_top1
5ad15d77645df0001a2d18c1,What did countries such as Spain have a crime against?,0.7432839572429657,5,['doc_cfd9aec3fca5bcf3'],"['doc_cfd9aec3fca5bcf3', 'doc_0b4e49bb1b9fdaa4', 'doc_a747b02a7b42c6a0', 'doc_9fc8214adab6a7d8', 'doc_3592df6f88615e8a']",hit_top1
5a82237d31013a001a335244,How many people were at a Harvard sponsored regatta in 1875?,0.7704811990261078,6,['doc_7d56e29deeea893c'],"['doc_7d56e29deeea893c', 'doc_42f6e416e063ac5d', 'doc_7e5c72fa9cb60455', 'doc_a3ba9e971d607420', 'doc_169fdb67fe6d4ae8', 'doc_b3ade95fc9b529b7']",hit_top1
5726a46cdd62a815002e8bd0,How many member states adopted the Social Charter in 1989?,0.8581963181495667,6,['doc_a747b02a7b42c6a0'],"['doc_a747b02a7b42c6a0', 'doc_c6e279d37d952e74', 'doc_7e5c72fa9cb60455', 'doc_cfd9aec3fca5bcf3', 'doc_bc29e60d357759a6', 'doc_a69b66b57895f651']",hit_top1
5ad24057d7d075001a428930,How many Huguenots were in France in the early 18th century?,0.8139097690582275,6,['doc_07fd6d23350208ff'],"['doc_07fd6d23350208ff', 'doc_4ff5c63d959831b5', 'doc_7e5c72fa9cb60455', 'doc_b3ade95fc9b529b7', 'doc_52e26364848910ee', 'doc_fa7e6270cd608802']",hit_top1
5727c3b02ca10214002d95bb,What conviction motivated Eliot to move towards secularization?,0.8483012318611145,5,['doc_a3ba9e971d607420'],"['doc_a3ba9e971d607420', 'doc_c6e279d37d952e74', 'doc_5587664b2f2878e1', 'doc_07fd6d23350208ff', 'doc_3592df6f88615e8a']",hit_top1
56dde27d9a695914005b9651,What was the Norman religion?,0.8126330375671387,6,['doc_d4389c120e674c8d'],"['doc_d4389c120e674c8d', 'doc_5587664b2f2878e1', 'doc_07fd6d23350208ff', 'doc_4ff5c63d959831b5', 'doc_a3ba9e971d607420', 'doc_b3ade95fc9b529b7']",hit_top1
5ad28861d7d075001a429941,When the Rhine took a right turn what did it create?,0.8429479598999023,6,['doc_11c1d4aa5b74338c'],"['doc_11c1d4aa5b74338c', 'doc_17a5ef4b6fbd30dc', 'doc_f0fdd976511382ac', 'doc_aa58059dd82409e1', 'doc_c439dd283c395213', 'doc_b3ade95fc9b529b7']",hit_top1
570961aa200fba1400367f15,Who was the chief executive officer when the service began?,0.7408220171928406,6,['doc_a69b66b57895f651'],"['doc_a69b66b57895f651', 'doc_a3ba9e971d607420', 'doc_4587358aabe10131', 'doc_169fdb67fe6d4ae8', 'doc_7d56e29deeea893c', 'doc_bc29e60d357759a6']",hit_top1
571090abb654c5140001f998,What other English towns were sites of Huguenot settlement?,0.7732239663600922,6,['doc_b3ade95fc9b529b7'],"['doc_b3ade95fc9b529b7', 'doc_07fd6d23350208ff', 'doc_7e5c72fa9cb60455', 'doc_4ff5c63d959831b5', 'doc_0b4e49bb1b9fdaa4', 'doc_52e26364848910ee']",hit_top1
5ad0291f77cf76001a686c2a,What was originally built as headquarters of the pre-1875 Midlothian County Council?,0.8322726488113403,5,['doc_b4e2d1be8b191ec1'],"['doc_b4e2d1be8b191ec1', 'doc_c439dd283c395213', 'doc_b3ade95fc9b529b7', 'doc_9fc8214adab6a7d8', 'doc_35aa6138c2fa8513']",hit_top1
57302efe04bcaa1900d772f6,How does HT strive to amass power?,0.8504927754402161,5,['doc_3592df6f88615e8a'],"['doc_3592df6f88615e8a', 'doc_644e313242aaf85f', 'doc_dc3da4553b9a2a2a', 'doc_4ff5c63d959831b5', 'doc_7e5c72fa9cb60455']",hit_top1
5acf7dcf77cf76001a684f7c,In what year did Robert Harper become the first president of the University?,0.8123817145824432,6,['doc_169fdb67fe6d4ae8'],"['doc_169fdb67fe6d4ae8', 'doc_7d56e29deeea893c', 'doc_a3ba9e971d607420', 'doc_030507e06afbebda', 'doc_42f6e416e063ac5d', 'doc_134cf8179bdfd914']",hit_top1
572a0b101d046914007796ea,What organization predicted that the Amazon forest could survive only three years of drought?,0.8745123445987701,6,['doc_2ba5ddd695ee3bb2'],"['doc_2ba5ddd695ee3bb2', 'doc_dc3da4553b9a2a2a', 'doc_88a241eb54feee53', 'doc_f0fdd976511382ac', 'doc_aa58059dd82409e1', 'doc_17a5ef4b6fbd30dc']",hit_top1
5a25bd5cef59cd001a623cc8,As of 2014 how quickly is building material being printed?,0.8601553440093994,6,['doc_9e57d2e177a2680c'],"['doc_9e57d2e177a2680c', 'doc_88a241eb54feee53', 'doc_a69b66b57895f651', 'doc_ddd34bd0b5e77cb9', 'doc_e7cdebfcb2951145', 'doc_bc29e60d357759a6']",hit_top1
5ad2424cd7d075001a42898c,What religion was Janet Gray?,0.6896998286247253,6,['doc_4ff5c63d959831b5'],"['doc_5587664b2f2878e1', 'doc_a3ba9e971d607420', 'doc_7e5c72fa9cb60455', 'doc_d4389c120e674c8d', 'doc_07fd6d23350208ff', 'doc_4ff5c63d959831b5']",hit_not_top1
5a820ebf31013a001a33516c,How wide of an area does the Charles River run through?,0.7295562028884888,6,['doc_42f6e416e063ac5d'],"['doc_42f6e416e063ac5d', 'doc_aa58059dd82409e1', 'doc_17a5ef4b6fbd30dc', 'doc_11c1d4aa5b74338c', 'doc_dc3da4553b9a2a2a', 'doc_7e5c72fa9cb60455']",hit_top1
57293ca73f37b3190047815d,Who funds the IPCC's Secretary?,0.8670605421066284,6,['doc_20ca645be2a5afd7'],"['doc_20ca645be2a5afd7', 'doc_644e313242aaf85f', 'doc_2ba5ddd695ee3bb2', 'doc_169fdb67fe6d4ae8', 'doc_dc3da4553b9a2a2a', 'doc_c6e279d37d952e74']",hit_top1
5ad3a8fe604f3c001a3feb05,When did British government take land for development of Ohio Country?,0.8403425812721252,5,['doc_c439dd283c395213'],"['doc_c439dd283c395213', 'doc_52e26364848910ee', 'doc_fa7e6270cd608802', 'doc_dc3da4553b9a2a2a', 'doc_8c57113d254c4ded']",hit_top1
5729da0faf94a219006aa676,What drives down wages in a job with many workers willing to work a lot?,0.8999121785163879,4,['doc_644e313242aaf85f'],"['doc_644e313242aaf85f', 'doc_c6e279d37d952e74', 'doc_b3ade95fc9b529b7', 'doc_dc3da4553b9a2a2a']",hit_top1
5a63888168151a001a922342,What religion are most of the lower class in Victoria?,0.8471435308456421,6,['doc_5587664b2f2878e1'],"['doc_5587664b2f2878e1', 'doc_b3ade95fc9b529b7', 'doc_d4389c120e674c8d', 'doc_c6e279d37d952e74', 'doc_a3ba9e971d607420', 'doc_644e313242aaf85f']",hit_top1
571097baa58dae1900cd6a9b,What church in Virginia is maintained by Huguenots as a historic shrine?,0.8258570432662964,6,['doc_7e5c72fa9cb60455'],"['doc_7e5c72fa9cb60455', 'doc_07fd6d23350208ff', 'doc_b3ade95fc9b529b7', 'doc_5587664b2f2878e1', 'doc_4ff5c63d959831b5', 'doc_d4389c120e674c8d']",hit_top1
