query_id,query,retrieved_doc_ids,gold_doc_ids,top_score,hit_at_k,failure_bucket
56ddde6b9a695914005b9628,In what country is Normandy located?,"['doc_184c1eb88b8f1a05', 'doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_eb3572948023e547']",['doc_f19a5b45994b6894'],0.7629551887512207,1,hit_not_top1
56ddde6b9a695914005b9629,When were the Normans in Normandy?,"['doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05', 'doc_eb3572948023e547']",['doc_f19a5b45994b6894'],0.8441974520683289,1,hit_top1
56ddde6b9a695914005b962a,From which countries did the Norse originate?,"['doc_f19a5b45994b6894', 'doc_eb3572948023e547', 'doc_184c1eb88b8f1a05', 'doc_8d2fa52ea6a8bf65']",['doc_f19a5b45994b6894'],0.7896742820739746,1,hit_top1
56ddde6b9a695914005b962b,Who was the Norse leader?,"['doc_f19a5b45994b6894', 'doc_184c1eb88b8f1a05', 'doc_eb3572948023e547', 'doc_8d2fa52ea6a8bf65']",['doc_f19a5b45994b6894'],0.7457746863365173,1,hit_top1
56ddde6b9a695914005b962c,What century did the Normans first gain their separate identity?,"['doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05', 'doc_eb3572948023e547', 'doc_e7853cfa111082a8']",['doc_f19a5b45994b6894'],0.8368847370147705,1,hit_top1
5ad39d53604f3c001a3fe8d1,Who gave their name to Normandy in the 1000's and 1100's,"['doc_f19a5b45994b6894', 'doc_184c1eb88b8f1a05', 'doc_eb3572948023e547', 'doc_8d2fa52ea6a8bf65']",['doc_f19a5b45994b6894'],0.8505187928676605,1,hit_top1
5ad39d53604f3c001a3fe8d2,What is France a region of?,"['doc_184c1eb88b8f1a05', 'doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_9b6db7c346c4db51', 'doc_eb3572948023e547']",['doc_f19a5b45994b6894'],0.7097812294960022,1,hit_not_top1
5ad39d53604f3c001a3fe8d3,Who did King Charles III swear fealty to?,"['doc_7baf4ddaed3f1c4d', 'doc_0b304a36bb2499ba', 'doc_ef5ecf64d019b8d2', 'doc_6021b4277dcc821b', 'doc_7ff87c8522048529', 'doc_3ae35dc5e17b0df1']",['doc_f19a5b45994b6894'],0.7083073556423187,0,wrong_document
5ad39d53604f3c001a3fe8d4,When did the Frankish identity emerge?,"['doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05', 'doc_eb3572948023e547']",['doc_f19a5b45994b6894'],0.7460698187351227,1,hit_top1
56dddf4066d3e219004dad5f,Who was the duke in the battle of Hastings?,"['doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05', 'doc_f19a5b45994b6894', 'doc_eb3572948023e547']",['doc_8d2fa52ea6a8bf65'],0.7498706579208374,1,hit_top1
56dddf4066d3e219004dad60,Who ruled the duchy of Normandy,"['doc_184c1eb88b8f1a05', 'doc_8d2fa52ea6a8bf65', 'doc_f19a5b45994b6894', 'doc_eb3572948023e547']",['doc_8d2fa52ea6a8bf65'],0.8244684338569641,1,hit_not_top1
56dddf4066d3e219004dad61,What religion were the Normans,"['doc_8d2fa52ea6a8bf65', 'doc_f19a5b45994b6894', 'doc_eb3572948023e547', 'doc_184c1eb88b8f1a05']",['doc_8d2fa52ea6a8bf65'],0.8335195481777191,1,hit_top1
5ad3a266604f3c001a3fea27,What type of major impact did the Norman dynasty have on modern Europe?,"['doc_8d2fa52ea6a8bf65', 'doc_f19a5b45994b6894', 'doc_184c1eb88b8f1a05', 'doc_eb3572948023e547']",['doc_8d2fa52ea6a8bf65'],0.8645058274269104,1,hit_top1
5ad3a266604f3c001a3fea28,Who was famed for their Christian spirit?,"['doc_8d2fa52ea6a8bf65', 'doc_1a42ce236a79e34e', 'doc_7baf4ddaed3f1c4d', 'doc_a5b3ce2f66eb55c8', 'doc_1e504560014c759d', 'doc_3a91e40764b3dfb6']",['doc_8d2fa52ea6a8bf65'],0.6987826228141785,1,hit_top1
5ad3a266604f3c001a3fea29,Who assimilted the Roman language?,"['doc_8d2fa52ea6a8bf65', 'doc_bb2ef017ed2f87b4', 'doc_f19a5b45994b6894', 'doc_14357fd44575aa64', 'doc_65c4ec7c513804dc', 'doc_184c1eb88b8f1a05']",['doc_8d2fa52ea6a8bf65'],0.7425006330013275,1,hit_top1
5ad3a266604f3c001a3fea2a,Who ruled the country of Normandy?,"['doc_f19a5b45994b6894', 'doc_184c1eb88b8f1a05', 'doc_8d2fa52ea6a8bf65', 'doc_eb3572948023e547']",['doc_8d2fa52ea6a8bf65'],0.7963622510433197,1,hit_not_top1
5ad3a266604f3c001a3fea2b,What principality did William the conquerer found?,"['doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05', 'doc_f19a5b45994b6894', 'doc_81c5d551e73eff48']",['doc_8d2fa52ea6a8bf65'],0.8035110235214233,1,hit_top1
56dde0379a695914005b9636,What is the original meaning of the word Norman?,"['doc_eb3572948023e547', 'doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05']",['doc_eb3572948023e547'],0.860356479883194,1,hit_top1
56dde0379a695914005b9637,When was the Latin version of the word Norman first recorded?,"['doc_eb3572948023e547', 'doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05']",['doc_eb3572948023e547'],0.828224778175354,1,hit_top1
5ad3ab70604f3c001a3feb89,What name comes from the English words Normans/Normanz?,"['doc_eb3572948023e547', 'doc_f19a5b45994b6894', 'doc_8d2fa52ea6a8bf65', 'doc_184c1eb88b8f1a05']",['doc_eb3572948023e547'],0.917064905166626,1,hit_top1
